Date,MMWR_week,Location,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus
2023-03-29,13,OK,6752460,6732235,6564380,6188796,1984857
2023-03-29,13,AK,1322503,1312832,1258787,1172756,285716
2023-03-29,13,CO,12966851,12838710,12339457,11560653,3147812
2023-03-29,13,MD,14653093,14513755,13879349,12898408,3605267
2023-03-29,13,VA2,8665524,8665334,8665311,8661874,4750315
2023-03-29,13,MS,4295100,4288347,4196307,3968183,1331471
2023-03-29,13,MO,10473485,10403750,10096181,9550255,3257485
2023-03-29,13,ME,3521225,3493398,3378857,3203222,1192655
2023-03-29,13,WY,851551,848930,829296,788477,283341
2023-03-29,13,OH,21021263,20875701,20235650,19166442,6637448
2023-03-22,12,MH,97120,94028,83113,71269,4561
2023-03-22,12,SD,1682104,1671499,1608053,1509347,527536
2023-03-22,12,NC,19454739,19332508,18681041,17583624,5612380
2023-03-22,12,PR,7827842,7816613,7468939,6895044,2044561
2023-03-22,12,OK,6742539,6722951,6555719,6180704,1982016
2023-03-22,12,UT,6136206,6082046,5783318,5274022,1290361
2023-03-22,12,ND,1308934,1297624,1249691,1181713,385801
2023-03-22,12,WV,3091483,3084178,3026117,2890228,1081884
2023-03-22,12,AL,6997577,6979378,6841797,6508185,2236789
2023-03-22,12,NH,2968379,2951708,2870217,2708925,907734
2023-03-22,12,PA,27392295,27178248,26236555,24761676,8422457
2023-03-22,12,AR,4857452,4838435,4702361,4420896,1498807
2023-03-22,12,HI,3503497,3480743,3341847,3129108,985737
2023-03-22,12,DD2,9394729,9368624,9177346,8658091,892060
2023-03-22,12,MT,1862109,1853036,1799839,1709163,646668
2023-03-22,12,ME,3518294,3490735,3376414,3200991,1191932
2023-03-22,12,WY,851096,848484,828873,788084,283193
2023-03-22,12,WI,12382454,12289912,11876188,11213618,3923930
2023-03-22,12,BP2,347595,347593,347593,347593,11917
2023-03-22,12,SC,8637464,8600845,8383686,7951157,2860053
2023-03-22,12,MI,18618066,18559136,17978207,17021662,5795796
2023-03-22,12,MD,14643180,14504975,13871381,12891037,3603294
2023-03-22,12,VA,19517865,19349873,18519957,17276047,4918206
2023-03-22,12,OR,9334389,9267123,8927192,8400903,2668467
2023-03-22,12,CT,9004269,8945167,8622495,8051989,2468354
2023-03-22,12,LA,6941194,6925524,6777454,6425552,2082025
2023-03-22,12,VT,1750363,1729987,1655077,1553916,538031
2023-03-22,12,FL,42073469,41981438,41069447,39008961,14484477
2023-03-22,12,NE,3802343,3775631,3630275,3396147,1110698
2023-03-22,12,OH,21007278,20862880,20223738,19155382,6633428
2023-03-22,12,IN,11154284,11105632,10763285,10155720,3418667
2023-03-22,12,MA,18081857,17909380,17143021,16046298,4537673
2023-03-22,12,US,673465377,669219824,645467829,605022000,182867458
2023-03-22,12,TN,11268339,11227897,10971103,10448694,3512138
2023-03-22,12,PW,51886,51760,48943,45148,5671
2023-03-22,12,IL,26736340,26523305,25408055,23726119,6900404
2023-03-22,12,NV,5567874,5552583,5405966,5087116,1495818
2023-03-22,12,TX,52205312,51916309,49629775,45637656,11368108
2023-03-22,12,VI,154924,154768,152111,144822,45968
2023-03-22,12,IA,6105628,6064261,5869136,5542083,2000200
2023-03-22,12,GA,17050655,16975049,16479800,15479787,4383193
2023-03-22,12,CA,88036827,87350675,83811461,77914852,20125317
2023-03-22,12,VA2,8658620,8658430,8658407,8654970,4746402
2023-03-22,12,ID,2877897,2865013,2786116,2630476,913462
2023-03-22,12,MP,117949,117172,107770,94927,10036
2023-03-22,12,KY,7484135,7451558,7249130,6865801,2258615
2023-03-22,12,NJ,19760492,19653873,18933108,17664343,4857195
2023-03-22,12,FM,207903,200622,168746,142624,11693
2023-03-22,12,WA,17599826,17417114,16707426,15667184,4507325
2023-03-22,12,KS,5361649,5319628,5125052,4793077,1582187
2023-03-22,12,DE,2162630,2150859,2082890,1959647,706331
2023-03-22,12,CO,12956683,12829674,12331342,11553194,3145958
2023-03-22,12,AK,1321519,1311937,1257974,1172005,285546
2023-03-22,12,RI,2656414,2638696,2548516,2396933,728093
2023-03-22,12,MN,12751733,12607296,12050486,11287949,3615765
2023-03-22,12,DC,2117126,2087512,2005056,1911878,395452
2023-03-22,12,GU,397087,396167,376705,340040,58705
2023-03-22,12,IH2,2557605,2542124,2429516,2219704,477682
2023-03-22,12,NY,44999837,44739495,43201622,40605080,10946834
2023-03-22,12,AZ,14563731,14490352,13946413,13001444,4431951
2023-03-22,12,MS,4294932,4288185,4196154,3968038,1331413
2023-03-22,12,AS,115236,115213,102422,85697,9482
2023-03-22,12,NM,4720189,4692020,4515245,4216838,1354777
2023-03-22,12,MO,10468300,10399159,10091917,9546287,3256114
2023-03-15,11,AK,1320573,1311061,1257208,1171312,285389
2023-03-15,11,SD,1681723,1671136,1607724,1509054,527455
2023-03-15,11,DE,2161664,2149972,2082114,1958938,706087
2023-03-15,11,ID,2875844,2863063,2784247,2628715,912908
2023-03-15,11,IN,11145642,11097498,10755814,10148850,3416235
2023-03-15,11,AZ,14549363,14476794,13933936,12990523,4428715
2023-03-15,11,PW,51850,51725,48910,45118,5657
2023-03-15,11,NC,19445167,19323774,18673072,17576306,5610171
2023-03-15,11,BP2,347526,347524,347524,347524,11914
2023-03-15,11,WV,3090363,3083100,3025079,2889236,1081464
2023-03-15,11,CT,9000120,8941356,8619007,8048787,2467350
2023-03-15,11,CO,12946058,12820331,12322981,11545562,3144086
2023-03-15,11,ND,1307993,1296812,1248977,1181061,385589
2023-03-15,11,LA,6937966,6922394,6774472,6422724,2081008
2023-03-15,11,IH2,2555252,2540018,2427676,2218115,477341
2023-03-15,11,FM,207188,199934,168300,142275,11667
2023-03-15,11,OR,9325302,9259342,8920818,8395219,2666857
2023-03-15,11,MO,10462535,10393924,10087011,9541773,3254525
2023-03-15,11,KS,5358761,5316978,5122634,4790865,1581415
2023-03-15,11,VA,19493581,19328363,18500285,17257748,4912222
2023-03-15,11,KY,7481461,7449127,7246914,6863728,2257912
2023-03-15,11,TX,52159275,51883512,49600421,45610991,11361124
2023-03-15,11,ME,3515252,3487992,3373884,3198665,1191151
2023-03-15,11,NY,44976299,44718188,43182093,40587226,10941694
2023-03-15,11,MN,12741194,12598262,12042373,11280570,3613986
2023-03-15,11,AL,6994604,6976542,6839088,6505607,2235616
2023-03-15,11,OK,6741950,6722365,6555149,6180167,1981835
2023-03-15,11,MP,117843,117082,107694,94865,10025
2023-03-15,11,WI,12372958,12281339,11868335,11206442,3921768
2023-03-15,11,OH,20993004,20849833,20211637,19144210,6629493
2023-03-15,11,GA,17039736,16964845,16470394,15471002,4380298
2023-03-15,11,GU,396457,395572,376173,339548,58623
2023-03-15,11,MI,18606052,18547406,17967373,17011608,5792599
2023-03-15,11,PR,7824036,7812879,7465313,6891568,2042930
2023-03-15,11,SC,8632532,8596351,8379491,7947207,2858499
2023-03-15,11,WA,17585241,17404629,16696172,15656773,4504571
2023-03-15,11,US,673012265,668816070,645099214,604682691,182763144
2023-03-15,11,CA,87978069,87298002,83763749,77871015,20114036
2023-03-15,11,IL,26722254,26510925,25396903,23715642,6896298
2023-03-15,11,VT,1749095,1728877,1654085,1553004,537771
2023-03-15,11,NE,3798913,3772495,3627413,3393465,1109911
2023-03-15,11,MD,14633438,14496467,13863704,12884150,3601320
2023-03-15,11,MA,18067013,17895781,17130481,16034720,4532917
2023-03-15,11,NH,2967891,2951281,2869827,2708559,907546
2023-03-15,11,TN,11263673,11223454,10966959,10444873,3510781
2023-03-15,11,IA,6100436,6059480,5864758,5538130,1998936
2023-03-15,11,MT,1862013,1852945,1799762,1709091,646639
2023-03-15,11,MS,4293180,4286465,4194499,3966466,1330794
2023-03-15,11,HI,3499628,3477030,3338340,3125816,984087
2023-03-15,11,RI,2654318,2636771,2546717,2395267,727593
2023-03-15,11,WY,850626,848032,828448,787681,283046
2023-03-15,11,AR,4855416,4836517,4700585,4419247,1498304
2023-03-15,11,DC,2108411,2079033,1996984,1904299,394462
2023-03-15,11,DD2,9389466,9364031,9173116,8654255,891613
2023-03-15,11,MH,97120,94028,83113,71269,4561
2023-03-15,11,VA2,8651392,8651202,8651179,8647742,4742224
2023-03-15,11,NM,4717046,4689114,4512560,4214351,1354031
2023-03-15,11,UT,6132767,6078979,5780597,5271575,1289761
2023-03-15,11,AS,115220,115197,102408,85687,9480
2023-03-15,11,NJ,19749621,19644477,18924356,17656239,4854875
2023-03-15,11,VI,154901,154745,152088,144799,45950
2023-03-15,11,FL,42049115,41957764,41046988,38987762,14477716
2023-03-15,11,PA,27376594,27164029,26224368,24750730,8418044
2023-03-15,11,NV,5565233,5550056,5403560,5084851,1495214
2023-03-08,10,AS,115210,115187,102399,85678,9475
2023-03-08,10,MA,18052941,17883133,17119148,16024486,4530360
2023-03-08,10,IH2,2552968,2537950,2425820,2216528,476967
2023-03-08,10,MT,1860595,1851591,1798618,1708141,646275
2023-03-08,10,VI,154869,154713,152057,144770,45939
2023-03-08,10,KY,7477701,7445707,7243825,6860849,2256970
2023-03-08,10,OK,6741296,6721721,6554531,6179583,1981624
2023-03-08,10,NC,19439129,19317971,18667542,17571034,5608543
2023-03-08,10,TN,11258429,11218527,10962421,10440679,3509337
2023-03-08,10,ME,3512769,3485758,3371814,3196750,1190523
2023-03-08,10,DC,2104626,2075395,1993499,1901024,394007
2023-03-08,10,UT,6127332,6074185,5776301,5267764,1288943
2023-03-08,10,MO,10456313,10388304,10081742,9536927,3252921
2023-03-08,10,SD,1679313,1668942,1605724,1507207,526869
2023-03-08,10,IL,26724719,26515463,25402228,23721443,6898771
2023-03-08,10,IA,6098077,6057345,5862802,5536361,1998303
2023-03-08,10,US,672537312,668381561,644700162,604314715,182650661
2023-03-08,10,SC,8628704,8592801,8376170,7944080,2857255
2023-03-08,10,WI,12365291,12274387,11861920,11200604,3919978
2023-03-08,10,OR,9316739,9251974,8914183,8389129,2665096
2023-03-08,10,NE,3795420,3769287,3624432,3390633,1108894
2023-03-08,10,FM,205783,198671,167584,141782,11635
2023-03-08,10,NY,44949397,44693753,43160496,40567474,10935681
2023-03-08,10,ND,1307091,1296025,1248274,1180430,385433
2023-03-08,10,MN,12729009,12587575,12032708,11271851,3611790
2023-03-08,10,NJ,19737443,19633036,18913583,17646233,4851884
2023-03-08,10,DE,2160480,2148899,2081186,1958112,705812
2023-03-08,10,AK,1319712,1310275,1256497,1170652,285196
2023-03-08,10,AR,4852691,4833942,4698167,4416947,1497403
2023-03-08,10,MH,95806,92967,82198,70492,4504
2023-03-08,10,KS,5355450,5314037,5119929,4788360,1580548
2023-03-08,10,VA,19480800,19317053,18490007,17248193,4909300
2023-03-08,10,WV,3088942,3081713,3023731,2887935,1080949
2023-03-08,10,ID,2873124,2861041,2782400,2627046,912386
2023-03-08,10,MS,4289024,4282385,4190530,3962623,1329176
2023-03-08,10,VA2,8643236,8643046,8643023,8639586,4737557
2023-03-08,10,NH,2959245,2943395,2862465,2701688,905081
2023-03-08,10,OH,20979416,20837459,20200221,19133635,6625627
2023-03-08,10,WY,850076,847500,827941,787199,282889
2023-03-08,10,CO,12934775,12810415,12314031,11537354,3142070
2023-03-08,10,GU,396251,395369,375974,339365,58592
2023-03-08,10,WA,17569415,17390872,16683816,15645391,4501680
2023-03-08,10,MI,18594905,18536522,17957288,17002236,5789580
2023-03-08,10,PW,51808,51685,48872,45085,5652
2023-03-08,10,DD2,9384817,9359557,9168971,8650487,891175
2023-03-08,10,CA,87914821,87241467,83711957,77822656,20100936
2023-03-08,10,LA,6934084,6918598,6770823,6419213,2079590
2023-03-08,10,BP2,347463,347461,347461,347461,11913
2023-03-08,10,GA,17028648,16954552,16460843,15462149,4377425
2023-03-08,10,IN,11138293,11090621,10749475,10143008,3414290
2023-03-08,10,RI,2652416,2635059,2545140,2393843,727193
2023-03-08,10,MP,117749,117004,107631,94810,10014
2023-03-08,10,FL,41996081,41906369,40998231,38941492,14462768
2023-03-08,10,PR,7819012,7807918,7460500,6886978,2040877
2023-03-08,10,TX,52121370,51847737,49567443,45580532,11352896
2023-03-08,10,HI,3494600,3472183,3333630,3121223,982355
2023-03-08,10,NV,5561609,5546590,5400269,5081709,1494259
2023-03-08,10,VT,1747393,1727378,1652741,1551768,537353
2023-03-08,10,AZ,14538315,14466296,13924222,12981747,4425839
2023-03-08,10,NM,4713213,4685505,4509146,4211149,1352931
2023-03-08,10,AL,6991308,6973426,6836141,6502829,2234411
2023-03-08,10,PA,27351137,27140773,26202919,24732416,8411335
2023-03-08,10,CT,8995071,8936748,8614734,8044851,2466089
2023-03-08,10,MD,14622764,14487061,13855490,12876512,3599040
2023-03-01,9,VI,154806,154650,151994,144710,45914
2023-03-01,9,TX,52081992,51810699,49533182,45548866,11344211
2023-03-01,9,HI,3492463,3470217,3331817,3119539,981889
2023-03-01,9,AS,115189,115166,102388,85667,9474
2023-03-01,9,PW,51749,51627,48818,45033,5644
2023-03-01,9,NH,2959206,2943356,2862426,2701649,905061
2023-03-01,9,DE,2159173,2147692,2080082,1957108,705475
2023-03-01,9,NC,19425659,19305792,18656325,17560604,5605419
2023-03-01,9,US,672076105,667960848,644310670,603953164,182538047
2023-03-01,9,IH2,2550707,2535921,2424012,2214903,476624
2023-03-01,9,FL,41968855,41880019,40973309,38917825,14454494
2023-03-01,9,TN,11253340,11213647,10957807,10436339,3507650
2023-03-01,9,AL,6988067,6970326,6833186,6500009,2233154
2023-03-01,9,WI,12354746,12264869,11853175,11192519,3917338
2023-03-01,9,KS,5351180,5310174,5116305,4784954,1579352
2023-03-01,9,LA,6930963,6915570,6767881,6416389,2078439
2023-03-01,9,VA2,8634475,8634285,8634262,8630825,4732530
2023-03-01,9,IN,11130051,11082868,10742283,10136259,3411979
2023-03-01,9,PR,7814710,7803661,7456364,6883004,2039126
2023-03-01,9,KY,7474765,7443024,7241367,6858541,2256083
2023-03-01,9,MT,1860520,1851517,1798548,1708075,646245
2023-03-01,9,ND,1306066,1295131,1247465,1179693,385262
2023-03-01,9,BP2,347123,347121,347121,347121,11902
2023-03-01,9,NY,44921412,44668363,43136939,40545663,10928977
2023-03-01,9,DD2,9372361,9347602,9157478,8640149,889864
2023-03-01,9,CO,12922452,12799677,12304350,11528465,3139778
2023-03-01,9,VA,19466660,19304509,18478473,17237451,4905892
2023-03-01,9,MN,12716898,12577275,12023440,11263365,3609663
2023-03-01,9,VT,1745559,1725770,1651287,1550428,536914
2023-03-01,9,DC,2101913,2072866,1991170,1898864,393529
2023-03-01,9,AR,4850072,4831467,4695839,4414794,1496563
2023-03-01,9,UT,6123446,6070825,5773232,5265019,1288277
2023-03-01,9,RI,2650470,2633298,2543559,2392399,726811
2023-03-01,9,MP,117612,116888,107527,94724,10006
2023-03-01,9,AK,1318755,1309403,1255684,1169907,284980
2023-03-01,9,MO,10448550,10381228,10075077,9530824,3250845
2023-03-01,9,MD,14612555,14478128,13847480,12869176,3596984
2023-03-01,9,WA,17550630,17374420,16668749,15631530,4498507
2023-03-01,9,NE,3792085,3766259,3621615,3388015,1107987
2023-03-01,9,WY,849605,847042,827500,786772,282740
2023-03-01,9,FM,204954,198046,167224,141529,11615
2023-03-01,9,AZ,14526275,14454849,13913631,12971967,4422533
2023-03-01,9,PA,27325582,27117520,26181529,24712655,8403779
2023-03-01,9,IA,6093676,6053402,5859192,5533096,1997174
2023-03-01,9,CT,8989907,8932020,8610367,8040829,2464906
2023-03-01,9,NM,4710051,4682609,4506463,4208666,1352179
2023-03-01,9,IL,26720097,26512886,25400541,23720562,6897540
2023-03-01,9,ID,2871087,2859015,2780385,2625055,911746
2023-03-01,9,MH,95806,92967,82198,70492,4504
2023-03-01,9,ME,3509403,3482665,3368966,3194065,1189453
2023-03-01,9,OK,6736536,6717189,6550221,6175583,1980324
2023-03-01,9,NV,5558573,5543684,5397503,5079047,1493496
2023-03-01,9,WV,3087899,3080708,3022756,2886994,1080575
2023-03-01,9,CA,87849577,87182236,83656539,77770511,20086111
2023-03-01,9,SD,1678911,1668572,1605390,1506904,526781
2023-03-01,9,GU,396175,395296,375906,339308,58575
2023-03-01,9,SC,8622561,8587007,8370638,7938936,2855678
2023-03-01,9,NJ,19729328,19625641,18906315,17639114,4849627
2023-03-01,9,OH,20964560,20823956,20187708,19122135,6621615
2023-03-01,9,MS,4288801,4282169,4190320,3962419,1329094
2023-03-01,9,OR,9307270,9243663,8906664,8382220,2663209
2023-03-01,9,MA,18039745,17871489,17108794,16015071,4527957
2023-03-01,9,GA,17016706,16943442,16450440,15452469,4374424
2023-03-01,9,MI,18584227,18526143,17947713,16993299,5786823
2023-02-22,8,DD2,9368630,9344034,9154163,8637118,889536
2023-02-22,8,SC,8617535,8582357,8366287,7934812,2853830
2023-02-22,8,WV,3086759,3079595,3021684,2885957,1080148
2023-02-22,8,SD,1676738,1666557,1603564,1505210,526258
2023-02-22,8,MT,1858192,1849304,1796460,1706082,645451
2023-02-22,8,VI,154772,154616,151960,144677,45903
2023-02-22,8,UT,6119660,6067450,5770169,5262280,1287611
2023-02-22,8,NC,19412597,19294036,18645534,17550598,5602003
2023-02-22,8,AK,1318018,1308735,1255084,1169358,284820
2023-02-22,8,OK,6732265,6713117,6546373,6171943,1978923
2023-02-22,8,GA,17004694,16932126,16439903,15442669,4371322
2023-02-22,8,ND,1304919,1294136,1246600,1178901,385059
2023-02-22,8,DE,2157972,2146567,2079085,1956191,705190
2023-02-22,8,RI,2648334,2631348,2541790,2390793,726334
2023-02-22,8,MN,12706850,12568501,12015563,11256136,3607883
2023-02-22,8,MH,95806,92967,82198,70492,4504
2023-02-22,8,IL,26700963,26496012,25384761,23705796,6892822
2023-02-22,8,WA,17535182,17360883,16656517,15620327,4495766
2023-02-22,8,MS,4286121,4279533,4187776,3959951,1327998
2023-02-22,8,AZ,14514535,14443775,13903431,12962905,4419485
2023-02-22,8,DC,2100718,2071747,1990144,1897962,393310
2023-02-22,8,IA,6089066,6049253,5855440,5529652,1995926
2023-02-22,8,LA,6927636,6912314,6764775,6413422,2077143
2023-02-22,8,NV,5555225,5540475,5394438,5076096,1492595
2023-02-22,8,OR,9299949,9237182,8900718,8376746,2661563
2023-02-22,8,GU,396150,395277,375887,339289,58569
2023-02-22,8,VA,19465727,19303595,18477598,17236616,4905589
2023-02-22,8,IN,11121560,11074941,10734946,10129474,3409632
2023-02-22,8,TX,52041424,51772337,49497676,45516001,11335021
2023-02-22,8,NE,3788965,3763446,3619020,3385601,1107157
2023-02-22,8,MP,117500,116783,107429,94636,9979
2023-02-22,8,AR,4847246,4828802,4693344,4412462,1495737
2023-02-22,8,VA2,8625227,8625037,8625014,8621577,4727137
2023-02-22,8,CT,8984536,8926993,8605645,8036400,2463492
2023-02-22,8,BP2,347119,347117,347117,347117,11902
2023-02-22,8,NJ,19717299,19614351,18895614,17628998,4846248
2023-02-22,8,FL,41967967,41879135,40972435,38916952,14453999
2023-02-22,8,MI,18574278,18516485,17938877,16985098,5784133
2023-02-22,8,PA,27297988,27092145,26158095,24690921,8394910
2023-02-22,8,PW,51749,51627,48818,45033,5644
2023-02-22,8,AS,115177,115154,102376,85655,9472
2023-02-22,8,MO,10441313,10374681,10068954,9525053,3248701
2023-02-22,8,PR,7809628,7798659,7451523,6878368,2036949
2023-02-22,8,ID,2868576,2856576,2778106,2622908,910989
2023-02-22,8,KY,7470428,7438972,7237521,6854873,2254660
2023-02-22,8,KS,5342313,5302110,5108831,4777965,1576822
2023-02-22,8,CO,12911088,12789668,12295458,11520477,3137784
2023-02-22,8,US,671582379,667504552,643886292,603558468,182421089
2023-02-22,8,OH,20949090,20809944,20174750,19110392,6617331
2023-02-22,8,IH2,2548114,2533557,2421875,2213101,476221
2023-02-22,8,VT,1743800,1724201,1649858,1549114,536539
2023-02-22,8,TN,11247935,11208542,10953045,10431905,3506125
2023-02-22,8,ME,3506700,3480197,3366691,3191938,1188763
2023-02-22,8,NM,4706584,4679467,4503610,4206023,1351317
2023-02-22,8,MA,18024986,17858155,17096914,16004374,4525512
2023-02-22,8,FM,204954,198046,167224,141529,11615
2023-02-22,8,CA,87738614,87077725,83556682,77675970,20067079
2023-02-22,8,NY,44892378,44641822,43112707,40523619,10922076
2023-02-22,8,AL,6984197,6966611,6829664,6496651,2231554
2023-02-22,8,WY,849352,846793,827273,786553,282677
2023-02-22,8,WI,12345487,12256552,11845569,11185546,3915267
2023-02-22,8,HI,3489896,3467864,3329699,3117620,981296
2023-02-22,8,NH,2956696,2941087,2860343,2699705,904434
2023-02-22,8,MD,14601166,14468037,13838244,12860669,3594545
2023-02-15,7,PR,7804672,7793771,7446821,6873893,2034959
2023-02-15,7,NY,44862468,44614573,43087616,40500512,10914203
2023-02-15,7,CT,8978628,8921568,8600630,8031762,2462009
